IMEI,Latitude,Longitude,batteryPercentFull,batteryScale,locationTimestamp,timestamp
351554053682895,34.17975694,-119.1361143,0.87,100,1455905354,2/19/2016 10:09
351554053682895,34.17975694,-119.1361143,0.87,100,1455905367,2/19/2016 10:09
351554053682895,34.17975694,-119.1361143,0.87,100,1455905373,2/19/2016 10:09
351554053682895,34.17975694,-119.1361143,0.87,100,1455905379,2/19/2016 10:09
351554053682895,34.17972773,-119.136382,0.87,100,1455905407,2/19/2016 10:10
351554053682895,34.17972773,-119.136382,0.87,100,1455905426,2/19/2016 10:10
351554053682895,34.17972773,-119.136382,0.87,100,1455905431,2/19/2016 10:10
351554053682895,34.17972773,-119.136382,0.87,100,1455905436,2/19/2016 10:10
351554053682895,34.18005165,-119.1362059,0.87,100,1455905777,2/19/2016 10:16
351554053682895,34.18005165,-119.1362059,0.87,100,1455905795,2/19/2016 10:16
351554053682895,34.18005165,-119.1362059,0.87,100,1455905800,2/19/2016 10:16
351554053682895,34.18001544,-119.1362559,0.87,100,1455905825,2/19/2016 10:17
351554053682895,34.18008794,-119.1362827,0.87,100,1455905851,2/19/2016 10:17
351554053682895,34.18003715,-119.1363847,0.87,100,1455905874,2/19/2016 10:17
351554053682895,34.18003715,-119.1363847,0.87,100,1455905891,2/19/2016 10:18
351554053682895,34.18003715,-119.1363847,0.87,100,1455905896,2/19/2016 10:18
351554053682895,34.18004632,-119.136456,0.87,100,1455906129,2/19/2016 10:22
351554053682895,34.18004632,-119.136456,0.87,100,1455906134,2/19/2016 10:22
351554053682895,34.17962865,-119.1358161,0.87,100,1455906252,2/19/2016 10:24
351554053682895,34.17962865,-119.1358161,0.87,100,1455906270,2/19/2016 10:24
351554053682895,34.17962865,-119.1358161,0.87,100,1455906275,2/19/2016 10:24
351554053682895,34.17938252,-119.1359262,0.87,100,1455906300,2/19/2016 10:25
351554053682895,34.17938252,-119.1359262,0.87,100,1455906318,2/19/2016 10:25
351554053682895,34.17938252,-119.1359262,0.87,100,1455906323,2/19/2016 10:25
351554053682895,34.17938252,-119.1359262,0.86,100,1455906473,2/19/2016 10:27
351554053682895,34.17938252,-119.1359262,0.86,100,1455906489,2/19/2016 10:28
351554053682895,34.17938252,-119.1359262,0.86,100,1455906494,2/19/2016 10:28
351554053682895,34.17938252,-119.1359262,0.86,100,1455906499,2/19/2016 10:28
351554053682895,34.17938843,-119.1357911,0.86,100,1455906608,2/19/2016 10:30
351554053682895,34.17938843,-119.1357911,0.86,100,1455906614,2/19/2016 10:30
351554053682895,34.17938843,-119.1357911,0.86,100,1455906619,2/19/2016 10:30
351554053682895,34.17938843,-119.1357911,0.86,100,1455906624,2/19/2016 10:30
351554053682895,34.17938843,-119.1357911,0.86,100,1455906629,2/19/2016 10:30
351554053682895,34.17975149,-119.1357032,0.86,100,1455906634,2/19/2016 10:30
351554053682895,34.17975149,-119.1357032,0.86,100,1455906639,2/19/2016 10:30
351554053682895,34.17975149,-119.1357032,0.86,100,1455906644,2/19/2016 10:30
351554053682895,34.17975149,-119.1357032,0.86,100,1455906649,2/19/2016 10:30
351554053682895,34.17952208,-119.135903,0.86,100,1455906676,2/19/2016 10:31
351554053682895,34.17952208,-119.135903,0.86,100,1455906695,2/19/2016 10:31
351554053682895,34.17952208,-119.135903,0.86,100,1455906700,2/19/2016 10:31
351554053682895,34.17947644,-119.1359322,0.86,100,1455906849,2/19/2016 10:34
351554053682895,34.17947644,-119.1359322,0.86,100,1455906867,2/19/2016 10:34
351554053682895,34.17959429,-119.1359839,0.86,100,1455907008,2/19/2016 10:36
351554053682895,34.17959429,-119.1359839,0.86,100,1455907024,2/19/2016 10:37
351554053682895,34.17959429,-119.1359839,0.86,100,1455907029,2/19/2016 10:37
351554053682895,34.17964156,-119.1358559,0.86,100,1455907034,2/19/2016 10:37
351554053682895,34.17964156,-119.1358559,0.86,100,1455907051,2/19/2016 10:37
351554053682895,34.17964156,-119.1358559,0.86,100,1455907056,2/19/2016 10:37
351554053682895,34.17964156,-119.1358559,0.86,100,1455907061,2/19/2016 10:37
351554053682895,34.17975761,-119.1358856,0.86,100,1455907079,2/19/2016 10:37
351554053682895,34.17975761,-119.1358856,0.86,100,1455907084,2/19/2016 10:38
351554053682895,34.1802236,-119.1358219,0.86,100,1455907152,2/19/2016 10:39
351554053682895,34.1802236,-119.1358219,0.86,100,1455907170,2/19/2016 10:39
351554053682895,34.1802236,-119.1358219,0.86,100,1455907175,2/19/2016 10:39
351554053682895,34.18035759,-119.1357919,0.86,100,1455907385,2/19/2016 10:43
351554053682895,34.18035759,-119.1357919,0.86,100,1455907390,2/19/2016 10:43
351554053682895,34.18035759,-119.1357919,0.86,100,1455907395,2/19/2016 10:43
351554053682895,34.18035759,-119.1357919,0.86,100,1455907400,2/19/2016 10:43
351554053682895,34.18035759,-119.1357919,0.86,100,1455907405,2/19/2016 10:43
351554053682895,34.18035759,-119.1357919,0.86,100,1455907410,2/19/2016 10:43
351554053682895,34.18016845,-119.1359602,0.86,100,1455907428,2/19/2016 10:43
351554053682895,34.18016845,-119.1359602,0.86,100,1455907433,2/19/2016 10:43
351554053682895,34.17986963,-119.1358341,0.86,100,1455907743,2/19/2016 10:49
351554053682895,34.17986963,-119.1358341,0.86,100,1455907748,2/19/2016 10:49
351554053682895,34.17986963,-119.1358341,0.86,100,1455908044,2/19/2016 10:54
351554053682895,34.17986963,-119.1358341,0.86,100,1455908049,2/19/2016 10:54
351554053682895,34.179538,-119.1355316,0.86,100,1455908104,2/19/2016 10:55
351554053682895,34.17941873,-119.1353311,0.86,100,1455908306,2/19/2016 10:58
351554053682895,34.17941873,-119.1353311,0.86,100,1455908323,2/19/2016 10:58
351554053682895,34.17943629,-119.135394,0.86,100,1455908425,2/19/2016 11:00
351554053682895,34.17943629,-119.135394,0.86,100,1455908444,2/19/2016 11:00
351554053682895,34.17964445,-119.1354002,0.86,100,1455908808,2/19/2016 11:06
351554053682895,34.17964445,-119.1354002,0.86,100,1455908823,2/19/2016 11:07
351554053682895,34.17964445,-119.1354002,0.86,100,1455908828,2/19/2016 11:07
351554053682895,34.17964642,-119.1352099,0.86,100,1455908833,2/19/2016 11:07
351554053682895,34.17964642,-119.1352099,0.86,100,1455908851,2/19/2016 11:07
351554053682895,34.17987118,-119.135439,0.85,100,1455908951,2/19/2016 11:09
351554053682895,34.17999222,-119.1353955,0.85,100,1455908975,2/19/2016 11:09
351554053682895,34.17999222,-119.1353955,0.85,100,1455908993,2/19/2016 11:09
351554053682895,34.17999222,-119.1353955,0.85,100,1455908998,2/19/2016 11:09
351554053682895,34.1800739,-119.1353543,0.85,100,1455909126,2/19/2016 11:12
351554053682895,34.1800739,-119.1353543,0.85,100,1455909131,2/19/2016 11:12
351554053682895,34.1800739,-119.1353543,0.85,100,1455909136,2/19/2016 11:12
351554053682895,34.1800739,-119.1353543,0.85,100,1455909141,2/19/2016 11:12
351554053682895,34.1800739,-119.1353543,0.85,100,1455909146,2/19/2016 11:12
351554053682895,34.18016019,-119.1353611,0.85,100,1455909190,2/19/2016 11:13
351554053682895,34.18016019,-119.1353611,0.85,100,1455909209,2/19/2016 11:13
351554053682895,34.18001766,-119.1353577,0.85,100,1455909549,2/19/2016 11:19
351554053682895,34.18001766,-119.1353577,0.85,100,1455909568,2/19/2016 11:19
351554053682895,34.18001766,-119.1353577,0.85,100,1455909573,2/19/2016 11:19
351554053682895,34.17976218,-119.1352854,0.85,100,1455909852,2/19/2016 11:24
351554053682895,34.17976218,-119.1352854,0.85,100,1455909870,2/19/2016 11:24
351554053682895,34.17976218,-119.1352854,0.85,100,1455909875,2/19/2016 11:24
351554053682895,34.1797872,-119.1352155,0.85,100,1455909923,2/19/2016 11:25
351554053682895,34.1797872,-119.1352155,0.85,100,1455909942,2/19/2016 11:25
351554053682895,34.1797872,-119.1352155,0.85,100,1455909947,2/19/2016 11:25
351554053682895,34.17973054,-119.1350423,0.85,100,1455909967,2/19/2016 11:26
351554053682895,34.17973054,-119.1350423,0.85,100,1455909987,2/19/2016 11:26
351554053682895,34.17970288,-119.1342188,0.85,100,1455910071,2/19/2016 11:27
351554053682895,34.17970288,-119.1342188,0.85,100,1455910090,2/19/2016 11:28
351554053682895,34.17970288,-119.1342188,0.85,100,1455910095,2/19/2016 11:28
351554053682895,34.17936077,-119.1340019,0.85,100,1455910298,2/19/2016 11:31
351554053682895,34.17936077,-119.1340019,0.85,100,1455910316,2/19/2016 11:31
351554053682895,34.17936077,-119.1340019,0.85,100,1455910321,2/19/2016 11:32
351554053682895,34.17941705,-119.1340407,0.85,100,1455910639,2/19/2016 11:37
351554053682895,34.17941705,-119.1340407,0.85,100,1455910644,2/19/2016 11:37
351554053682895,34.17873569,-119.1344886,0.85,100,1455910649,2/19/2016 11:37
351554053682895,34.17873569,-119.1344886,0.85,100,1455910666,2/19/2016 11:37
351554053682895,34.17873569,-119.1344886,0.85,100,1455910672,2/19/2016 11:37
351554053682895,34.17878133,-119.1345446,0.84,100,1455910746,2/19/2016 11:39
351554053682895,34.17878133,-119.1345446,0.84,100,1455910751,2/19/2016 11:39
351554053682895,34.17907905,-119.134596,0.84,100,1455910778,2/19/2016 11:39
351554053682895,34.17907905,-119.134596,0.84,100,1455910798,2/19/2016 11:39
351554053682895,34.17907905,-119.134596,0.84,100,1455910803,2/19/2016 11:40
351554053682895,34.17945372,-119.1346468,0.84,100,1455911003,2/19/2016 11:43
351554053682895,34.17945372,-119.1346468,0.84,100,1455911022,2/19/2016 11:43
351554053682895,34.17945372,-119.1346468,0.84,100,1455911027,2/19/2016 11:43
351554053682895,34.17905135,-119.1351389,0.84,100,1455911381,2/19/2016 11:49
351554053682895,34.17905135,-119.1351389,0.84,100,1455911401,2/19/2016 11:50
351554053682895,34.17905135,-119.1351389,0.84,100,1455911406,2/19/2016 11:50
351554053682895,34.1790692,-119.1350546,0.84,100,1455911646,2/19/2016 11:54
351554053682895,34.1790692,-119.1350546,0.84,100,1455911651,2/19/2016 11:54
351554053682895,34.17909527,-119.1355801,0.84,100,1455911668,2/19/2016 11:54
351554053682895,34.17909527,-119.1355801,0.84,100,1455911683,2/19/2016 11:54
351554053682895,34.17909527,-119.1355801,0.84,100,1455911688,2/19/2016 11:54
351554053682895,34.17916354,-119.1354409,0.84,100,1455911717,2/19/2016 11:55
351554053682895,34.17916354,-119.1354409,0.84,100,1455911733,2/19/2016 11:55
351554053682895,34.17916354,-119.1354409,0.84,100,1455911738,2/19/2016 11:55
351554053682895,34.17916354,-119.1354409,0.84,100,1455911743,2/19/2016 11:55
351554053682895,34.17911727,-119.1354306,0.84,100,1455911762,2/19/2016 11:56
351554053682895,34.17911727,-119.1354306,0.84,100,1455911767,2/19/2016 11:56
351554053682895,34.17911727,-119.1354306,0.84,100,1455911772,2/19/2016 11:56
351554053682895,34.17975392,-119.1359654,0.84,100,1455912099,2/19/2016 12:01
351554053682895,34.17962111,-119.1359976,0.84,100,1455912123,2/19/2016 12:02
351554053682895,34.17962111,-119.1359976,0.84,100,1455912142,2/19/2016 12:02
351554053682895,34.17904838,-119.1365264,0.84,100,1455912458,2/19/2016 12:07
351554053682895,34.17904838,-119.1365264,0.84,100,1455912477,2/19/2016 12:07
351554053682895,34.17907457,-119.1364743,0.84,100,1455912529,2/19/2016 12:08
351554053682895,34.17907457,-119.1364743,0.84,100,1455912546,2/19/2016 12:09
351554053682895,34.17907457,-119.1364743,0.84,100,1455912551,2/19/2016 12:09
351554053682895,34.17907457,-119.1364743,0.84,100,1455912556,2/19/2016 12:09
351554053682895,34.17907457,-119.1364743,0.84,100,1455912561,2/19/2016 12:09
351554053682895,34.17934719,-119.1364828,0.84,100,1455912589,2/19/2016 12:09
351554053682895,34.17934719,-119.1364828,0.84,100,1455912607,2/19/2016 12:10
351554053682895,34.17934719,-119.1364828,0.84,100,1455912612,2/19/2016 12:10
351554053682895,34.17945741,-119.1365336,0.84,100,1455912638,2/19/2016 12:10
351554053682895,34.17945741,-119.1365336,0.84,100,1455912657,2/19/2016 12:10
351554053682895,34.17945741,-119.1365336,0.84,100,1455912662,2/19/2016 12:11
351554053682895,34.17945741,-119.1365336,0.84,100,1455912813,2/19/2016 12:13
351554053682895,34.17945741,-119.1365336,0.84,100,1455912818,2/19/2016 12:13
351554053682895,34.17978192,-119.1369016,0.84,100,1455913171,2/19/2016 12:19
351554053682895,34.17978192,-119.1369016,0.84,100,1455913176,2/19/2016 12:19
351554053682895,34.17978192,-119.1369016,0.84,100,1455913181,2/19/2016 12:19
351554053682895,34.17971838,-119.1360522,0.84,100,1455913206,2/19/2016 12:20
351554053682895,34.17971838,-119.1360522,0.83,100,1455913223,2/19/2016 12:20
351554053682895,34.17971838,-119.1360522,0.83,100,1455913228,2/19/2016 12:20
351554053682895,34.17965581,-119.1360428,0.83,100,1455913254,2/19/2016 12:20
351554053682895,34.17965581,-119.1360428,0.83,100,1455913271,2/19/2016 12:21
351554053682895,34.17965581,-119.1360428,0.83,100,1455913276,2/19/2016 12:21
351554053682895,34.17965581,-119.1360428,0.83,100,1455913281,2/19/2016 12:21
351554053682895,34.17965581,-119.1360428,0.83,100,1455913286,2/19/2016 12:21
351554053682895,34.17965581,-119.1360428,0.83,100,1455913291,2/19/2016 12:21
351554053682895,34.17965581,-119.1360428,0.83,100,1455913296,2/19/2016 12:21
351554053682895,34.17970501,-119.136049,0.83,100,1455913393,2/19/2016 12:23
351554053682895,34.17970501,-119.136049,0.83,100,1455913412,2/19/2016 12:23
351554053682895,34.17970501,-119.136049,0.83,100,1455913417,2/19/2016 12:23
351554053682895,34.17970501,-119.136049,0.83,100,1455913422,2/19/2016 12:23
351554053682895,34.17970501,-119.136049,0.83,100,1455913427,2/19/2016 12:23
351554053682895,34.17970501,-119.136049,0.83,100,1455913432,2/19/2016 12:23
351554053682895,34.17971029,-119.1359418,0.83,100,1455913573,2/19/2016 12:26
351554053682895,34.17971029,-119.1359418,0.83,100,1455913593,2/19/2016 12:26
351554053682895,34.17971029,-119.1359418,0.83,100,1455913598,2/19/2016 12:26
351554053682895,34.17971029,-119.1359418,0.82,100,1455913890,2/19/2016 12:31
351554053682895,34.17971029,-119.1359418,0.82,100,1455913895,2/19/2016 12:31
351554053682895,34.17972257,-119.1360668,0.82,100,1455913932,2/19/2016 12:32
351554053682895,34.17972257,-119.1360668,0.82,100,1455913949,2/19/2016 12:32
351554053682895,34.17972257,-119.1360668,0.82,100,1455914295,2/19/2016 12:38
351554053682895,34.17972257,-119.1360668,0.82,100,1455914314,2/19/2016 12:38
351554053682895,34.17974437,-119.136141,0.82,100,1455914345,2/19/2016 12:39
351554053682895,34.17974437,-119.136141,0.82,100,1455914350,2/19/2016 12:39
351554053682895,34.17974437,-119.136141,0.82,100,1455914355,2/19/2016 12:39
351554053682895,34.17974437,-119.136141,0.82,100,1455914373,2/19/2016 12:39
351554053682895,34.17974437,-119.136141,0.82,100,1455914650,2/19/2016 12:44
351554053682895,34.17974437,-119.136141,0.82,100,1455914667,2/19/2016 12:44
351554053682895,34.17961361,-119.1363349,0.82,100,1455915030,2/19/2016 12:50
351554053682895,34.17961361,-119.1363349,0.82,100,1455915047,2/19/2016 12:50
351554053682895,34.17971784,-119.1369684,0.82,100,1455915248,2/19/2016 12:54
351554053682895,34.17971784,-119.1369684,0.82,100,1455915268,2/19/2016 12:54
351554053682895,34.17968096,-119.1369328,0.82,100,1455915371,2/19/2016 12:56
351554053682895,34.17968096,-119.1369328,0.82,100,1455915387,2/19/2016 12:56
351554053682895,34.17877353,-119.1374912,0.82,100,1455915750,2/19/2016 13:02
351554053682895,34.17877353,-119.1374912,0.82,100,1455915769,2/19/2016 13:02
351554053682895,34.17947531,-119.1376188,0.82,100,1455916112,2/19/2016 13:08
351554053682895,34.17947531,-119.1376188,0.82,100,1455916131,2/19/2016 13:08
351554053682895,34.1796476,-119.1376235,0.82,100,1455916175,2/19/2016 13:09
351554053682895,34.1796476,-119.1376235,0.82,100,1455916184,2/19/2016 13:09
351554053682895,34.1796476,-119.1376235,0.82,100,1455916195,2/19/2016 13:09
351554053682895,34.17970015,-119.1376794,0.82,100,1455916203,2/19/2016 13:10
351554053682895,34.17970015,-119.1376794,0.81,100,1455916215,2/19/2016 13:10
351554053682895,34.17967622,-119.13763,0.81,100,1455916235,2/19/2016 13:10
351554053682895,34.17978447,-119.1378916,0.81,100,1455916256,2/19/2016 13:10
351554053682895,34.17952107,-119.1383423,0.81,100,1455916469,2/19/2016 13:14
351554053682895,34.17952107,-119.1383423,0.81,100,1455916486,2/19/2016 13:14
351554053682895,34.17976306,-119.1375697,0.81,100,1455916732,2/19/2016 13:18
351554053682895,34.17976306,-119.1375697,0.81,100,1455916749,2/19/2016 13:19
351554053682895,34.17975183,-119.1377346,0.81,100,1455916843,2/19/2016 13:20
351554053682895,34.17975183,-119.1377346,0.81,100,1455916848,2/19/2016 13:20
351554053682895,34.17975183,-119.1377346,0.81,100,1455916853,2/19/2016 13:20
351554053682895,34.17975183,-119.1377346,0.81,100,1455916858,2/19/2016 13:20
351554053682895,34.17975183,-119.1377346,0.81,100,1455916863,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916885,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916891,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916896,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916901,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916906,2/19/2016 13:21
351554053682895,34.17981653,-119.1379936,0.81,100,1455916911,2/19/2016 13:21
351554053682895,34.1798118,-119.138357,0.81,100,1455916916,2/19/2016 13:21
351554053682895,34.1798118,-119.138357,0.81,100,1455916921,2/19/2016 13:22
351554053682895,34.1798118,-119.138357,0.81,100,1455916926,2/19/2016 13:22
351554053682895,34.1798118,-119.138357,0.81,100,1455916931,2/19/2016 13:22
351554053682895,34.1798118,-119.138357,0.8,100,1455916936,2/19/2016 13:22
351554053682895,34.17969768,-119.138705,0.8,100,1455916958,2/19/2016 13:22
351554053682895,34.17969768,-119.138705,0.8,100,1455916973,2/19/2016 13:22
351554053682895,34.17969994,-119.1391777,0.8,100,1455916978,2/19/2016 13:22
351554053682895,34.17969994,-119.1391777,0.8,100,1455916983,2/19/2016 13:23
351554053682895,34.17969994,-119.1391777,0.8,100,1455916988,2/19/2016 13:23
351554053682895,34.17969994,-119.1391777,0.8,100,1455916993,2/19/2016 13:23
351554053682895,34.17969994,-119.1391777,0.8,100,1455916998,2/19/2016 13:23
351554053682895,34.17969994,-119.1391777,0.8,100,1455917003,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917008,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917013,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917018,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917023,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917028,2/19/2016 13:23
351554053682895,34.17974873,-119.1400164,0.8,100,1455917033,2/19/2016 13:23
351554053682895,34.17986938,-119.1402572,0.8,100,1455917074,2/19/2016 13:24
351554053682895,34.17986938,-119.1402572,0.8,100,1455917079,2/19/2016 13:24
351554053682895,34.18014062,-119.1415445,0.8,100,1455917411,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.8,100,1455917416,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.8,100,1455917421,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.8,100,1455917426,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.8,100,1455917431,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.8,100,1455917436,2/19/2016 13:30
351554053682895,34.18014062,-119.1415445,0.79,100,1455917441,2/19/2016 13:30
351554053682895,34.18012231,-119.1415404,0.79,100,1455917463,2/19/2016 13:31
351554053682895,34.18012231,-119.1415404,0.79,100,1455917479,2/19/2016 13:31
351554053682895,34.18012231,-119.1415404,0.79,100,1455917484,2/19/2016 13:31
351554053682895,34.18017075,-119.1418067,0.79,100,1455917511,2/19/2016 13:31
351554053682895,34.18017075,-119.1418067,0.79,100,1455917531,2/19/2016 13:32
351554053682895,34.18017075,-119.1418067,0.79,100,1455917536,2/19/2016 13:32
351554053682895,34.18018236,-119.1416816,0.79,100,1455917570,2/19/2016 13:32
351554053682895,34.18018236,-119.1416816,0.79,100,1455917575,2/19/2016 13:32
351554053682895,34.18018236,-119.1416816,0.79,100,1455917580,2/19/2016 13:33
351554053682895,34.18018236,-119.1416816,0.79,100,1455917587,2/19/2016 13:33
351554053682895,34.18018236,-119.1416816,0.79,100,1455917592,2/19/2016 13:33
351554053682895,34.18018236,-119.1416816,0.79,100,1455917602,2/19/2016 13:33
351554053682895,34.1802464,-119.1407946,0.95,100,1456156509,2/22/2016 7:55
351554053682895,34.1802464,-119.1407946,0.95,100,1456156514,2/22/2016 7:55
351554053682895,34.1802464,-119.1407946,0.95,100,1456156519,2/22/2016 7:55
351554053682895,34.1802464,-119.1407946,0.95,100,1456156524,2/22/2016 7:55
351554053682895,34.1802464,-119.1407946,0.95,100,1456156529,2/22/2016 7:55
351554053682895,34.18026526,-119.1410151,0.95,100,1456156573,2/22/2016 7:56
351554053682895,34.18026526,-119.1410151,0.95,100,1456156592,2/22/2016 7:56
351554053682895,34.18034359,-119.1411228,0.95,100,1456156664,2/22/2016 7:57
351554053682895,34.18034359,-119.1411228,0.95,100,1456156682,2/22/2016 7:58
351554053682895,34.1804505,-119.1409068,0.95,100,1456156779,2/22/2016 7:59
351554053682895,34.1804505,-119.1409068,0.95,100,1456156798,2/22/2016 7:59
351554053682895,34.18010152,-119.1405806,0.95,100,1456156884,2/22/2016 8:01
351554053682895,34.18010152,-119.1405806,0.95,100,1456156901,2/22/2016 8:01
351554053682895,34.18026425,-119.1411908,0.95,100,1456156991,2/22/2016 8:03
351554053682895,34.18026702,-119.1416113,0.95,100,1456157013,2/22/2016 8:03
